2013-07-19,全銘柄日足,http://k-db.com/site/default.aspx
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
6458-T,シンコウ工,東証1部,機械,978,993,935,963,119200,114474200
6459-T,大和冷,東証1部,機械,572,578,564,567,60000,34225000
6460-T,セガサミーHD,東証1部,機械,2641,2656,2572,2617,1316400,3445866000
6461-T,日ピストン,東証1部,機械,183,183,177,178,913000,163769000
6462-T,リケン,東証1部,機械,446,447,431,435,269000,117741000
6463-T,TPR,東証1部,機械,1725,1740,1625,1686,179400,305046000
6465-T,ホシザキ,東証1部,機械,3545,3550,3480,3505,118800,417830500
6466-T,東亜バル,東証2部,機械,1297,1300,1290,1299,5700,7393600
6467-T,ニチダイ,東証JQスタンダード,機械,541,542,536,536,17500,9466500
6469-T,放電精密,東証JQスタンダード,機械,732,743,721,738,16500,12051700
6470-T,大豊工業,東証1部,機械,1458,1469,1400,1407,51100,72828600
6471-T,日精工,東証1部,機械,1024,1034,993,1013,3572000,3625906000
6472-T,NTN,東証1部,機械,350,359,340,349,16830000,5911372000
6473-T,ジェイテクト,東証1部,機械,1309,1343,1260,1298,2889400,3762806100
6474-T,不二越,東証1部,機械,474,486,468,481,2700000,1294411000
6476-T,富士テクニカ,東証JQスタンダード,機械,440,440,430,431,9100,3943400
6478-T,ダイベア,東証2部,機械,227,235,227,235,6000,1384000
6479-T,ミネベア,東証1部,電気機器,400,400,381,389,3453000,1342005000
6480-T,日トムソン,東証1部,機械,499,507,487,489,233000,114830000
6481-T,THK,東証1部,機械,2305,2309,2201,2217,1084400,2434188200
6482-T,ユーシン精機,東証1部,機械,1858,1889,1834,1837,5800,10738100
6484-T,KVK,東証JQスタンダード,機械,665,665,658,658,4000,2646000
6485-T,前澤給,東証1部,機械,1300,1300,1286,1287,4200,5421600
6486-T,イーグル,東証1部,機械,1385,1396,1338,1343,418000,569698000
6487-T,積水工,東証2部,機械,134,134,134,134,1000,134000
6488-T,ヨシタケ,東証JQスタンダード,機械,788,799,776,776,5200,4129900
6489-T,前沢工,東証1部,機械,401,404,391,394,123000,48714700
6490-T,日ピラー,東証1部,機械,694,694,678,685,42000,28916000
6492-F,岡野バル,福証,機械,-,-,-,-,0,0
6492-T,岡野バル,東証2部,機械,400,400,362,385,33000,12627000
6493-T,日鍛バル,東証2部,輸送用機器,325,334,318,322,75800,24637600
6494-T,NFK-HD,東証JQスタンダード,機械,116,117,112,113,522700,59518300
6495-T,宮入バル,東証2部,機械,48,49,47,47,333300,15830100
6496-T,中北製,東証2部,機械,496,496,488,488,8000,3930000
6497-T,ハマイ,東証JQスタンダード,機械,-,-,-,-,0,0
6498-T,キッツ,東証1部,機械,519,522,496,504,300000,151833800
6501-T,日立,東証1部,電気機器,692,693,670,674,38820000,26410474000
6502-T,東芝,東証1部,電気機器,498,499,485,490,41578000,20464180000
6503-T,三菱電,東証1部,電気機器,1090,1094,1055,1065,8535000,9131737000
6504-F,富士電機,福証,電気機器,-,-,-,-,0,0
6504-T,富士電機,東証1部,電気機器,376,379,367,371,5711000,2126920000
6505-T,東洋電,東証1部,電気機器,315,316,308,312,126000,39341000
6506-F,安川電,福証,電気機器,-,-,-,-,0,0
6506-T,安川電,東証1部,電気機器,1369,1373,1248,1270,11186000,14561979000
6507-T,シンフォニア,東証1部,電気機器,170,171,166,166,135000,22563000
6508-T,明電舎,東証1部,電気機器,375,375,353,363,1568000,570017000
6513-T,オリジン,東証1部,電気機器,325,325,319,320,59000,18970000
6516-T,山洋電,東証1部,電気機器,861,867,840,843,310000,266938000
6517-T,デンヨー,東証1部,電気機器,1521,1522,1477,1492,30100,45070000
6518-T,三相電機,東証JQスタンダード,電気機器,-,-,-,-,0,0
6581-T,日立工,東証1部,機械,836,838,813,820,226200,186275500
6584-T,三桜工,東証1部,輸送用機器,748,749,731,734,53500,39423600
6586-T,マキタ,東証1部,機械,5960,5970,5730,5770,695400,4057854000
6588-T,東芝テック,東証1部,電気機器,577,579,556,570,1031000,585842000
6590-T,芝浦メカ,東証1部,電気機器,263,264,250,255,233000,59402000
6591-T,西芝電,東証2部,電気機器,130,130,129,130,9000,1167000
6592-T,マブチ,東証1部,電気機器,5430,5430,5310,5330,78900,423293000
6593-T,ローヤル電,東証JQスタンダード,電気機器,365,365,365,365,100,36500
6594-T,日電産,東証1部,電気機器,7300,7320,7070,7120,958700,6905181000
6617-T,東光高岳,東証1部,電気機器,1750,1758,1728,1736,57300,99890700
6618-T,大泉製,東証マザーズ,電気機器,290,294,272,276,19200,5423400
6619-T,WSCOPE,東証マザーズ,電気機器,382,388,377,378,16200,6189800
6620-T,宮越HD,東証1部,電気機器,308,310,301,305,46600,14241200
6622-F,ダイヘン,福証,電気機器,-,-,-,-,0,0
6622-T,ダイヘン,東証1部,電気機器,466,472,437,450,1038000,469732000
6624-T,田淵電,東証2部,電気機器,559,560,506,509,2006000,1067930000
6625-T,JALCOHD,東証JQスタンダード,電気機器,129,132,126,131,37400,4781700
6626-T,SEMITEC,東証JQスタンダード,電気機器,579,600,579,600,1800,1049000
6627-T,テラプロ,東証マザーズ,電気機器,1581,1633,1570,1600,92600,148059900
6628-T,オンキヨー,東証JQスタンダード,電気機器,106,107,104,106,78200,8229600
6629-T,テクノHR,東証JQスタンダード,電気機器,191,191,188,190,7000,1329100
6630-T,ヤーマン,東証1部,電気機器,1282,1288,1275,1275,7700,9859200
6632-T,JVCKW,東証1部,電気機器,240,242,234,236,3058700,727234800
6633-T,C&GSYS,東証JQスタンダード,電気機器,1556,1688,1471,1550,382500,603169400
6634-T,ネクス,東証JQスタンダード,電気機器,383,385,370,382,34000,12898000
6635-T,大日光,東証JQスタンダード,電気機器,684,685,675,675,800,543700
66369-T,シスウェーブHW,東証JQスタンダード,電気機器,890,980,740,800,21610,18136140
6636-T,シスウェーブH,東証JQスタンダード,電気機器,3800,3800,3345,3500,30260,109198100
6637-T,寺崎電気,東証JQスタンダード,電気機器,681,681,661,668,7100,4790500
6638-T,Mimaki,東証JQスタンダード,電気機器,687,698,640,660,25200,16846400
6639-T,コンテック,東証2部,電気機器,916,916,900,900,1100,1001100
6640-T,第一精工,東証1部,電気機器,1347,1349,1317,1322,102800,136788500
6641-T,日新電,東証1部,電気機器,725,744,702,710,793000,568814000
6643-T,戸上電,東証2部,電気機器,126,127,126,126,46000,5813000
6644-T,大崎電,東証1部,電気機器,558,566,546,548,282000,157348000
6645-T,オムロン,東証1部,電気機器,3120,3180,3085,3155,1867300,5865819000
6647-T,森尾電,東証2部,電気機器,138,138,130,130,24000,3204000
6648-T,かわでん,東証JQスタンダード,電気機器,1231,1231,1231,1231,600,738600
6651-T,日東工,東証1部,電気機器,1836,1838,1796,1800,112700,204284500
6652-T,IDEC,東証1部,電気機器,965,975,950,953,49000,46984800
6653-F,正興電,福証,電気機器,400,400,400,400,800,320000
6654-T,不二電機,東証2部,電気機器,1014,1014,1014,1014,100,101400
6656-T,インスペック,東証マザーズ,電気機器,36850,40700,36500,36750,158,6044300
6658-T,シライ電子,東証JQスタンダード,電気機器,155,155,152,155,37800,5825800
6659-T,メディアGL,東証JQスタンダード,電気機器,56700,56700,54800,55500,87,4863500
6661-T,オプテクスFA,東証JQスタンダード,電気機器,552,557,547,550,2300,1269300
6662-T,ユビテック,東証JQスタンダード,電気機器,33150,34200,31650,32900,2875,94466200
6663-T,太洋工業,東証JQスタンダード,電気機器,210,210,206,206,400,83200
6664-T,オプトエレクト,東証JQスタンダード,電気機器,686,688,674,680,10300,7016200
6666-T,リバーエレテク,東証JQスタンダード,電気機器,229,231,228,228,6500,1487600
6668-T,プラズマ,東証マザーズ,電気機器,138400,140000,136000,140000,15,2071200
6669-T,シーシーエス,東証JQスタンダード,電気機器,141000,141000,138200,139900,47,6583600
6670-T,MCJ,東証マザーズ,電気機器,155,156,153,153,102100,15744900
6674-T,GSユアサ,東証1部,電気機器,444,444,423,432,5111000,2216703000
6675-T,サクサ,東証1部,電気機器,174,174,168,169,103000,17542000
6676-T,メルコ,東証1部,電気機器,1400,1400,1363,1367,119900,164748600
6677-T,エスケーエレク,東証JQスタンダード,電気機器,354,358,352,358,7100,2520800
6678-T,テクノメディカ,東証1部,電気機器,616000,616000,606000,608000,50,30556000
6701-T,NEC,東証1部,電気機器,240,241,234,236,17915000,4251590000
6702-T,富士通,東証1部,電気機器,414,417,401,406,9810000,3998255000
6703-T,OKI,東証1部,電気機器,215,217,205,210,11876000,2503906000
6704-T,岩崎通,東証1部,電気機器,96,96,92,93,545000,51068000
6706-T,電気興,東証1部,電気機器,580,582,561,563,275000,156324000
6707-T,サンケン電,東証1部,電気機器,460,466,443,445,1630000,734190000
6709-T,明星電,東証2部,電気機器,89,90,86,87,404000,35501000
6715-T,ナカヨ通,東証1部,電気機器,323,323,318,318,20000,6408000
6716-T,テクニカル電,東証JQスタンダード,電気機器,274,274,272,272,6000,1637000
6718-T,アイホン,東証1部,電気機器,1653,1657,1619,1630,13800,22636000
6719-T,富通コンポ,東証2部,電気機器,30100,30800,29650,29650,143,4294650
6721-T,ウインテスト,東証マザーズ,電気機器,21130,21180,20130,20130,147,3025650
6722-T,A＆T,東証JQスタンダード,電気機器,945,945,916,916,19800,18475600
6723-T,ルネサス,東証1部,電気機器,460,463,424,448,1363800,607540100
6724-T,エプソン,東証1部,電気機器,1338,1339,1283,1292,2008500,2626629700
6727-T,ワコム,東証1部,電気機器,1055,1079,1047,1064,1503300,1597071100
6728-T,アルバック,東証1部,電気機器,882,886,824,838,400100,338618600
6730-T,アクセル,東証1部,電気機器,1860,1868,1840,1845,12800,23663600
6731-T,ピクセラ,東証1部,電気機器,156,157,153,155,23700,3662200
6734-T,ニューテック,東証JQスタンダード,電気機器,421,429,410,410,130600,54469100
6736-T,サン電子,東証JQスタンダード,電気機器,2900,2950,2703,2765,100800,281943000
6737-T,EIZO,東証1部,電気機器,2265,2265,2223,2251,167100,375166000
6741-T,日信号,東証1部,電気機器,770,772,750,752,168900,128169800
6742-T,京三製,東証1部,電気機器,347,348,339,342,81000,27710000
6743-T,大同信,東証2部,電気機器,330,330,330,330,11000,3630000
6744-T,能美防,東証1部,電気機器,844,845,832,842,41000,34384000
6745-T,ホーチキ,東証1部,電気機器,475,475,470,470,6000,2832000
6747-T,KIHD,東証2部,電気機器,209,213,205,210,20000,4157000
6748-T,星和電,東証2部,電気機器,282,282,279,279,6000,1682000
6750-T,エレコム,東証1部,電気機器,1253,1253,1220,1225,46000,56819900
6751-T,日無線,東証1部,電気機器,349,351,338,346,232000,79880000
6752-T,パナソニック,東証1部,電気機器,897,905,856,879,20413300,18097188900
6753-T,シャープ,東証1部,電気機器,474,491,450,467,114555000,54358920000
6754-T,アンリツ,東証1部,電気機器,1259,1270,1195,1200,3751900,4526359500
6755-T,富通ゼネ,東証1部,電気機器,1153,1165,1115,1134,1980000,2257779000
6756-T,日立国際,東証1部,電気機器,1146,1175,1105,1110,1094000,1237522000
6757-T,OSGコーポ,東証JQスタンダード,電気機器,454,459,454,458,1900,865500
6758-T,ソニー,東証1部,電気機器,2215,2229,2162,2188,14984600,32923904000
6762-T,TDK,東証1部,電気機器,3870,3880,3645,3745,2452400,9241697000
6763-T,帝通工,東証1部,電気機器,169,169,165,166,138000,23053000
6767-T,ミツミ,東証1部,電気機器,775,777,715,735,2216500,1647965500
6768-T,タムラ製,東証1部,電気機器,240,242,233,236,513000,121519000
6769-T,ザイン,東証JQスタンダード,電気機器,550,583,550,556,37600,21047200
6770-T,アルプス,東証1部,電気機器,813,818,766,778,4673000,3683569600
6771-T,池上通,東証1部,電気機器,105,106,101,101,348000,35737000
6772-T,コスモス電,東証2部,電気機器,152,153,151,152,22000,3353000
6773-T,パイオニア,東証1部,電気機器,204,205,196,200,13810300,2770139300
6775-T,TBグループ,東証2部,電気機器,29,30,29,29,191000,5606000
6776-T,天昇電,東証2部,化学,92,93,89,91,40000,3619000
6777-T,santec,東証JQスタンダード,電気機器,254,257,250,254,4500,1143600
6778-T,アルチザ,東証マザーズ,電気機器,29000,29110,28600,28710,120,3459510
6779-T,日電波,東証1部,電気機器,953,960,925,931,163800,154005600
6784-T,プラネックスH,東証JQスタンダード,電気機器,535,535,527,527,2800,1483000
6785-T,鈴木,東証2部,電気機器,791,794,780,784,8400,6596200
6786-T,リアルビジョ,東証マザーズ,電気機器,17970,19880,17970,19390,353,6700570
6787-T,メイコー,東証JQスタンダード,電気機器,703,708,669,680,123300,84171100
6788-T,日本トリム,東証1部,電気機器,8100,8200,7630,7980,87650,697784000
6789-T,ローランドDG,東証1部,電気機器,3100,3110,2895,2998,208900,625266800
6791-T,コロムビア,東証1部,情報・通信業,43,44,42,42,3244000,139126000
6794-T,フォスタ電,東証1部,電気機器,1687,1706,1654,1690,296600,499642900
6796-T,クラリオン,東証1部,電気機器,138,139,131,133,5577000,752767000
6798-T,SMK,東証1部,電気機器,308,308,298,301,158000,47828000
6800-T,ヨコオ,東証1部,電気機器,525,527,515,520,15200,7923500
6801-T,東光,東証1部,電気機器,303,306,302,303,484000,146990000
6803-T,ティアック,東証1部,電気機器,59,59,56,56,2530000,146756000
6804-T,ホシデン,東証1部,電気機器,602,613,586,591,499700,299433600
6806-T,ヒロセ電,東証1部,電気機器,14140,14200,13640,13650,150600,2085016000
6807-T,航空電,東証1部,電気機器,1022,1030,996,997,732000,738024000
6809-T,TOA,東証1部,電気機器,838,840,815,836,96000,79782000
6814-T,古野電,東証1部,電気機器,740,743,730,732,164300,120791700
6815-T,ユニデン,東証1部,電気機器,242,244,231,233,509000,119846000
6816-T,アルパイン,東証1部,電気機器,1071,1083,1042,1050,360800,382163200
6817-T,スミダコーポ,東証1部,電気機器,487,490,483,484,90600,43989400
6819-T,ソーエコプロ,東証JQスタンダード,サービス業,65,65,62,63,39500,2514800
6820-T,アイコム,東証1部,電気機器,2481,2482,2435,2449,10400,25523200
6822-T,大井電気,東証JQスタンダード,電気機器,186,186,184,184,8000,1480000
6823-T,リオン,東証1部,電気機器,1030,1036,995,1029,507000,519120800
6824-T,新コスモス,東証JQスタンダード,電気機器,1243,1243,1231,1231,200,247400
6826-T,本多通信,東証2部,電気機器,370,370,361,368,7600,2775100
6832-T,アオイ電子,東証2部,電気機器,1425,1435,1410,1418,5200,7380700
6833-T,電産リード,東証2部,電気機器,1200,1200,1185,1185,4400,5230200
6834-T,精工技研,東証JQスタンダード,電気機器,680,680,670,680,3000,2015900
6835-T,アライドHD,東証2部,電気機器,90,90,88,89,203000,17989200
6836-T,プラットホーム,東証マザーズ,電気機器,52100,53800,51500,51500,30,1577400
6837-T,京写,東証JQスタンダード,電気機器,274,274,261,269,63000,16894000
6838-T,多摩川HD,東証JQスタンダード,電気機器,725,740,681,690,41000,29568000
6839-T,船井電機,東証1部,電気機器,1054,1057,1008,1021,219800,224719200
6840-T,アドテック,東証JQスタンダード,電気機器,84,84,80,82,51000,4187000
6841-T,横河電,東証1部,電気機器,1330,1355,1262,1306,1699300,2232400600
6844-T,新電元,東証1部,電気機器,496,506,477,484,760000,372228000
6845-T,アズビル,東証1部,電気機器,2210,2219,2191,2191,348800,769233100
6848-T,東亜DKK,東証2部,電気機器,463,477,457,457,18800,8715200
6849-T,日光電,東証1部,電気機器,4320,4350,4275,4300,307400,1320486000
6850-T,チノー,東証1部,電気機器,227,227,221,223,42000,9405000
6852-T,テクノセブン,東証JQスタンダード,電気機器,122,122,118,119,36000,4301000
6853-T,共和電,東証1部,電気機器,318,320,318,320,14000,4455000
6855-T,電子材料,東証1部,電気機器,414,415,407,408,9800,4033100
6856-T,堀場製,東証1部,電気機器,3970,3975,3820,3860,223000,861592500
6857-T,アドバンテ,東証1部,電気機器,1627,1628,1505,1529,7033000,10875759500
6858-T,小野測,東証1部,電気機器,463,463,449,456,39000,17753000
6859-T,エスペック,東証1部,電気機器,807,812,775,778,77000,60695700
6860-T,パナSUNX,東証1部,電気機器,423,425,415,415,31300,13120200
6861-T,キーエンス,東証1部,電気機器,34500,34800,33900,33900,130700,4483380000
6862-T,ミナトエレ,東証JQスタンダード,電気機器,50,50,48,49,244000,11932000
6863-T,ニレコ,東証JQスタンダード,電気機器,634,634,625,625,1800,1136900
6864-T,NF回路,東証JQスタンダード,電気機器,585,590,585,590,4000,2354000
6866-T,日置電,東証1部,電気機器,1406,1420,1400,1400,26900,37803200
6867-T,リーダー電,東証JQスタンダード,電気機器,246,248,246,248,3000,742000
6869-T,シスメックス,東証1部,電気機器,6660,6790,6570,6610,719700,4815087000
6870-T,フェンオール,東証JQスタンダード,電気機器,1269,1305,1255,1302,69700,89285200
