2013-07-19,全銘柄日足,http://k-db.com/site/default.aspx
コード,銘柄名,市場,業種,始値,高値,安値,終値,出来高,売買代金
5444-T,大和工,東証1部,鉄鋼,3220,3330,3190,3215,251000,812787500
5445-T,東京鉄,東証1部,鉄鋼,388,392,376,378,169000,64639000
5446-T,北越メタル,東証2部,鉄鋼,165,166,163,165,23000,3793000
5448-T,東鋼鉄,東証JQスタンダード,鉄鋼,436,436,436,436,600,261600
5449-T,大阪製鉄,東証1部,鉄鋼,1794,1797,1731,1732,2700,4728100
5451-T,淀川鋼,東証1部,鉄鋼,419,419,406,408,223000,91650000
5453-T,洋鋼鈑,東証1部,鉄鋼,373,373,368,371,359000,133240000
5456-T,朝日工業,東証JQスタンダード,鉄鋼,1712,1718,1704,1717,3500,5987700
5457-T,住友鋼管,東証1部,鉄鋼,1132,1138,1104,1118,112800,126126500
5458-T,高砂鉄,東証2部,鉄鋼,57,58,55,56,47000,2647000
5463-T,丸一管,東証1部,鉄鋼,2380,2409,2344,2364,456800,1084158300
5464-T,モリ工業,東証1部,鉄鋼,332,334,318,331,20000,6550000
5471-T,大特鋼,東証1部,鉄鋼,594,597,572,584,1979000,1158444000
5476-T,高周波,東証1部,鉄鋼,93,93,91,92,491000,45164000
5480-T,冶金工,東証1部,鉄鋼,127,128,120,122,2643500,326312000
5481-T,山特鋼,東証1部,鉄鋼,540,543,513,524,1514000,797735000
5482-T,愛知鋼,東証1部,鉄鋼,490,493,472,475,570000,273271000
5484-T,東北鋼,東証JQスタンダード,鉄鋼,1012,1039,1012,1012,500,508900
5486-T,日立金,東証1部,鉄鋼,1093,1096,1054,1058,2334000,2487840000
5491-T,日金属,東証1部,鉄鋼,128,129,125,125,166000,20910000
5541-T,大平金,東証1部,鉄鋼,482,483,451,460,2471000,1143893000
5542-T,報国鉄,東証JQスタンダード,鉄鋼,273,273,268,268,800,217400
5563-T,日電工,東証1部,鉄鋼,315,316,298,308,1675000,513604000
5566-T,中央電,東証2部,鉄鋼,352,352,336,339,66500,22755400
5602-T,栗本鉄,東証1部,鉄鋼,275,275,267,271,829000,224151000
5603-T,虹技,東証1部,鉄鋼,192,192,184,189,74000,13994000
5605-T,アイメタル,東証2部,輸送用機器,190,190,177,180,102000,18505000
5609-T,日鋳造,東証2部,鉄鋼,131,131,125,127,178000,22810000
5610-T,大和重,東証2部,鉄鋼,75,78,75,77,14000,1087000
5612-T,鋳鉄管,東証1部,鉄鋼,232,232,225,231,50000,11476000
5614-T,川金HD,東証2部,鉄鋼,287,288,284,288,15200,4354800
5631-F,日製鋼,福証,機械,-,-,-,-,0,0
5631-S,日製鋼,札証,機械,-,-,-,-,0,0
5631-T,日製鋼,東証1部,機械,635,636,598,606,4163000,2543097000
5632-T,菱製鋼,東証1部,鉄鋼,220,222,212,216,979000,211551000
5641-T,TDF,東証2部,鉄鋼,211,214,206,211,25000,5262000
5644-T,メタルアート,東証2部,鉄鋼,359,360,351,351,18000,6411000
5657-T,鈴木金,東証2部,鉄鋼,146,147,144,145,9000,1312000
5658-T,日亜鋼,東証1部,鉄鋼,339,339,329,339,46000,15476000
5659-T,日精線,東証1部,鉄鋼,463,463,444,447,67000,30181000
5660-T,神鋼線,東証2部,鉄鋼,151,152,149,150,19000,2862000
5695-T,パウダテク,東証JQスタンダード,鉄鋼,292,292,290,290,4000,1162000
5697-T,サンユウ,東証2部,鉄鋼,297,297,296,296,300,88900
5702-T,大紀アルミ,東証1部,非鉄金属,315,315,301,304,242000,74384000
5703-T,日軽金HD,東証1部,非鉄金属,134,135,130,131,5547300,731585200
5706-T,三井金,東証1部,非鉄金属,241,243,232,235,4205000,993366000
5707-T,東邦鉛,東証1部,非鉄金属,311,314,293,298,2217000,667788000
5711-T,三菱マ,東証1部,非鉄金属,363,367,351,357,14212000,5117135000
5713-T,住友鉱,東証1部,非鉄金属,1268,1270,1221,1230,4759000,5890010000
5714-F,DOWA,福証,非鉄金属,-,-,-,-,0,0
5714-S,DOWA,札証,非鉄金属,-,-,-,-,0,0
5714-T,DOWA,東証1部,非鉄金属,999,1002,938,969,5889000,5697575000
5715-T,古河機,東証1部,非鉄金属,190,192,179,183,4261000,787798000
5721-T,S･サイエンス,東証1部,非鉄金属,8,9,7,8,45326000,357876000
5724-T,アサカ理研,東証JQスタンダード,非鉄金属,500,503,495,495,5000,2489000
5726-T,大阪チタ,東証1部,非鉄金属,1860,1875,1810,1819,190800,350160400
5727-T,邦チタニウム,東証1部,非鉄金属,798,805,771,787,265300,209459100
5729-T,日精鉱,東証2部,非鉄金属,272,272,268,268,2000,540000
5738-T,住軽金,東証1部,非鉄金属,97,98,94,94,2560000,245671000
5741-T,古河スカイ,東証1部,非鉄金属,284,289,279,280,1296000,367290000
5742-T,NIC,東証JQスタンダード,非鉄金属,271,277,271,272,4700,1278700
5753-T,日伸銅,東証2部,非鉄金属,103,103,101,101,15000,1528000
5758-T,FCM,東証JQスタンダード,非鉄金属,1445,1448,1445,1448,1000,1445600
5781-T,東邦金,東証2部,非鉄金属,72,73,71,71,25000,1784000
5801-T,古河電,東証1部,非鉄金属,250,252,238,243,6505000,1593245000
5802-F,住友電,福証,非鉄金属,-,-,-,-,0,0
5802-T,住友電,東証1部,非鉄金属,1375,1379,1306,1317,5073300,6718505300
5803-T,フジクラ,東証1部,非鉄金属,376,377,353,361,4604000,1674487000
5805-T,昭電線HD,東証1部,非鉄金属,87,87,84,84,1227000,105219000
5807-T,東特線,東証1部,非鉄金属,115,115,109,111,977000,108595000
5809-T,タツタ線,東証1部,非鉄金属,866,872,824,836,1448600,1221464600
5815-T,沖電線,東証1部,非鉄金属,146,146,141,142,119000,17073000
5816-T,オーナンバ,東証2部,非鉄金属,425,425,409,410,5900,2468700
5817-T,日電線,東証2部,非鉄金属,297,300,295,296,2800,830500
5819-T,カナレ電気,東証1部,非鉄金属,1480,1480,1464,1468,4000,5902300
5820-T,三ッ星,東証JQスタンダード,非鉄金属,246,247,246,247,3000,739000
5821-T,平河ヒューテ,東証1部,非鉄金属,762,766,750,752,31800,24087100
5851-T,リョービ,東証1部,非鉄金属,307,308,296,303,576000,174299000
5852-T,アーレスティ,東証2部,非鉄金属,742,745,692,723,75700,54196900
5856-T,東理HD,東証2部,非鉄金属,32,32,30,31,149800,4656500
5857-T,アサヒHD,東証1部,非鉄金属,1608,1610,1555,1561,158200,249282300
5900-T,ダイケン,東証JQスタンダード,金属製品,600,600,595,595,3000,1790000
5901-T,洋缶HD,東証1部,金属製品,1799,1842,1743,1753,944400,1681983400
5902-S,ホッカンHD,札証,金属製品,-,-,-,-,0,0
5902-T,ホッカンHD,東証1部,金属製品,319,320,313,315,55000,17423000
5903-T,SHINPO,東証JQスタンダード,金属製品,274,286,274,277,7900,2199700
5905-T,日カン,東証2部,金属製品,74,76,74,76,6000,450000
5906-T,MK精工,東証JQスタンダード,金属製品,363,363,357,361,1200,433400
5907-T,JFEコンテナ,東証2部,金属製品,439,440,414,421,26000,11255000
5909-T,コロナ,東証1部,金属製品,1107,1108,1094,1096,55900,61538900
5911-T,横河ブHD,東証1部,金属製品,1179,1196,1143,1153,413000,480506000
5912-T,日本橋梁,東証1部,金属製品,186,187,176,182,5939500,1077051300
5915-T,駒井ハルテク,東証1部,金属製品,219,219,213,214,148000,31825000
5918-T,滝上工,東証2部,金属製品,362,362,358,359,74000,26686000
5921-T,川岸工,東証2部,金属製品,314,319,295,319,19000,5848000
5922-T,那須鉄,東証2部,金属製品,279,279,276,276,2000,555000
5923-T,高田機,東証1部,金属製品,214,214,210,210,65000,13752000
5928-T,アルメタックス,東証2部,金属製品,336,336,325,325,9000,2951000
5929-T,三和HD,東証1部,金属製品,586,590,575,583,849000,493703000
5930-T,文化シヤタ,東証1部,金属製品,582,590,575,578,238000,138054000
5932-T,三協立山,東証1部,金属製品,2245,2263,2212,2226,120400,269228100
5933-T,アルインコ,東証2部,金属製品,841,842,833,839,29000,24317900
5935-T,元旦,東証JQスタンダード,金属製品,291,307,291,301,7000,2115000
5936-T,洋シヤタ,東証1部,金属製品,596,596,583,590,2000,1177500
5938-T,LIXILG,東証1部,金属製品,2400,2455,2385,2399,1844100,4456492900
5939-T,大谷工業,東証JQスタンダード,金属製品,-,-,-,-,0,0
5940-T,不二サッシ,東証2部,金属製品,317,330,281,299,8148200,2514457100
5941-T,中西製作,東証2部,金属製品,765,767,741,748,17900,13479600
5942-T,日フイルコン,東証1部,金属製品,419,419,412,415,12900,5352100
5943-T,ノーリツ,東証1部,金属製品,1830,1833,1781,1789,104800,188934800
5945-T,天龍鋸,東証JQスタンダード,金属製品,2420,2420,2420,2420,100,242000
5946-T,長府製,東証1部,金属製品,2256,2260,2213,2217,24500,54913200
5947-T,リンナイ,東証1部,金属製品,7430,7490,7260,7320,153500,1125513000
5949-T,ユニプレス,東証1部,輸送用機器,1956,1973,1922,1935,513500,996739300
5950-T,パワーファス,東証2部,金属製品,149,149,146,147,8000,1183000
5951-T,ダイニチ工,東証1部,金属製品,781,790,770,776,17300,13483000
5952-T,アマテイ,東証2部,金属製品,71,72,70,70,20000,1425000
5953-F,昭和鉄,福証,金属製品,-,-,-,-,0,0
5955-T,ヤマシナ,東証2部,金属製品,38,39,37,38,245600,9327800
5956-T,トーソー,東証2部,金属製品,465,465,459,464,2000,925200
5957-T,日東精,東証1部,金属製品,333,339,325,337,34000,11285000
5958-T,三洋工,東証1部,金属製品,197,197,192,193,25000,4872000
5959-T,岡部,東証1部,金属製品,1015,1103,1015,1079,1189100,1277996900
5962-T,浅香工,東証2部,その他製品,129,129,125,125,3000,382000
5964-T,洋刃物,東証2部,金属製品,69,69,67,68,29000,1964000
5965-T,フジマック,東証2部,金属製品,836,842,836,840,600,503700
5966-T,KTC,東証2部,金属製品,321,321,312,314,9000,2859000
5967-T,前田金,東証2部,金属製品,261,268,260,263,22000,5782000
5969-T,ロブテックス,東証2部,金属製品,155,155,150,155,13000,2010000
5970-T,ジーテクト,東証JQスタンダード,金属製品,2581,2586,2540,2555,22400,57368000
5971-T,共和工業,東証JQスタンダード,金属製品,812,812,811,811,2000,1623000
5973-T,トーアミ,東証2部,金属製品,526,528,513,514,4100,2123600
5974-T,中国工,東証1部,金属製品,86,86,84,84,172000,14563000
5975-T,東プレ,東証1部,金属製品,948,948,914,925,60100,55849700
5976-T,ネツレン,東証1部,金属製品,767,779,744,752,177900,134464900
5981-T,東京綱,東証1部,金属製品,146,147,141,143,1103000,158698000
5982-T,マルゼン,東証2部,金属製品,900,900,888,888,10000,8960000
5983-T,イワブチ,東証JQスタンダード,金属製品,407,407,404,404,4000,1622000
5984-T,兼房,東証2部,金属製品,662,669,655,657,8400,5535800
5985-T,サンコール,東証1部,金属製品,597,607,585,585,60000,35753000
5986-T,モリテック,東証1部,金属製品,311,311,298,299,59900,18196200
5987-T,オーネックス,東証JQスタンダード,金属製品,138,139,135,135,30000,4117000
5988-T,パイオラックス,東証1部,金属製品,2770,2779,2697,2700,19600,53582700
5989-T,エイチワン,東証JQスタンダード,金属製品,997,1005,991,992,23000,22959900
5990-T,スーパーツール,東証JQスタンダード,金属製品,499,500,482,483,39000,19199000
5991-T,ニッパツ,東証1部,金属製品,1210,1225,1171,1181,672900,800801900
5992-T,中発条,東証1部,金属製品,322,322,315,318,37000,11765000
5994-T,ファインシンター,東証2部,金属製品,344,344,338,338,17000,5795000
5997-T,協立AT,東証JQスタンダード,金属製品,390,390,383,388,4100,1584600
5998-T,アドバネクス,東証1部,金属製品,108,108,106,106,138000,14790000
5999-T,イハラサイエンス,東証JQスタンダード,金属製品,655,655,650,655,3000,1962900
6005-T,三浦工,東証1部,機械,2739,2754,2697,2705,155700,424445400
6013-T,タクマ,東証1部,機械,794,800,771,783,629000,495801000
6016-T,神発動,東証2部,輸送用機器,90,90,89,90,10000,895000
6018-T,阪神燃,東証2部,輸送用機器,162,162,161,161,5000,808000
6022-T,赤阪鉄,東証2部,機械,134,138,132,138,32000,4302000
6023-T,ダイハツデ,東証2部,輸送用機器,406,407,387,392,134000,53346000
6042-T,ニッキ,東証2部,輸送用機器,360,360,353,353,5000,1783000
6050-T,EG,東証マザーズ,サービス業,2800,2800,2422,2442,172800,450544800
6051-T,IRJapan,東証JQスタンダード,サービス業,12110,12110,11220,11510,3800,43811000
6052-T,イーピーミント,東証JQスタンダード,サービス業,2560,2570,2470,2470,6500,16379800
6053-T,栄光HD,東証2部,サービス業,785,799,785,799,4800,3795800
6054-T,リブセンス,東証1部,サービス業,5450,5510,5260,5400,157100,847656000
6055-T,Jマテリアル,東証2部,サービス業,1713,1818,1670,1686,36600,63983000
6058-T,ベクトル,東証マザーズ,サービス業,2260,2290,2226,2240,8100,18166200
6059-T,ウチヤマHD,東証JQスタンダード,サービス業,3305,3305,3190,3195,4700,15158500
6060-T,こころNT,東証JQスタンダード,サービス業,1223,1228,1180,1190,13000,15566700
6061-T,ユニバ園芸,東証JQスタンダード,サービス業,2755,2778,2745,2750,5300,14588600
6062-T,チャームケア,東証JQスタンダード,サービス業,1195,1195,1156,1156,4300,5039400
6063-T,EAJ,東証JQスタンダード,サービス業,2395,2395,2240,2270,13300,30470200
6064-T,アクトコール,東証マザーズ,サービス業,1635,1635,1605,1610,1200,1948700
6065-T,サクセスHD,東証2部,サービス業,2229,2229,2100,2150,43600,93574600
6066-T,新東京,東証TPM,サービス業,-,-,-,-,0,0
6067-T,メディアF,東証マザーズ,サービス業,560,565,513,529,44100,23560500
6068-T,P&PHD,東証JQスタンダード,サービス業,321,322,312,314,23700,7535400
6069-T,トレンダーズ,東証マザーズ,サービス業,2013,2080,2000,2053,37800,76777000
6070-T,キャリアリンク,東証マザーズ,サービス業,612,612,600,602,10300,6243700
6071-T,IBJ,東証JQスタンダード,サービス業,1910,1935,1904,1904,2700,5168900
6072-T,地盤ネット,東証マザーズ,サービス業,3620,3640,3305,3500,381400,1336234500
6073-T,アサンテ,東証2部,サービス業,900,912,894,896,14200,12736800
6074-T,JSS,東証JQスタンダード,サービス業,797,804,771,780,13300,10387400
6075-T,フォトクリエイト,東証マザーズ,サービス業,3150,3200,2901,2980,34100,103902100
6101-T,ツガミ,東証1部,機械,562,567,543,553,1226000,679108000
6103-T,オークマ,東証1部,機械,802,808,753,768,2543000,1971899000
6104-T,東芝機,東証1部,機械,519,522,496,499,842000,424038000
6112-T,小島鉄,東証2部,機械,119,119,115,115,3000,349000
6113-T,アマダ,東証1部,機械,766,773,731,750,5433000,4089536000
6118-T,アイダ,東証1部,機械,810,830,800,804,443500,360691900
6121-T,滝澤鉄,東証1部,機械,164,164,159,160,153000,24626000
6125-T,岡本工,東証2部,機械,123,123,119,122,41000,4988000
6131-T,浜井産,東証2部,機械,87,87,83,85,78000,6589000
6134-T,フジキカイ,東証1部,機械,975,976,945,954,146000,139672200
6135-T,牧野フ,東証1部,機械,640,643,619,632,1212000,767916000
6136-T,OSG,東証1部,機械,1692,1698,1645,1655,342500,569949800
6137-T,小池工,東証2部,機械,226,228,224,224,41000,9231000
6138-T,ダイジェト,東証1部,機械,161,161,155,159,69000,10904000
6140-T,旭ダイヤ,東証1部,機械,1022,1024,987,1014,304700,307886100
6141-T,森精機,東証1部,機械,1290,1295,1261,1278,854300,1095372000
6143-T,ソディック,東証2部,機械,484,490,466,472,329400,155782600
6144-F,西電機,福証,機械,-,-,-,-,0,0
6144-T,西電機,東証2部,機械,600,600,580,580,1100,651400
6145-T,日特エンシ,東証JQスタンダード,機械,950,959,931,939,123600,116364700
6146-T,ディスコ,東証1部,機械,6600,6620,6170,6200,555300,3511706000
6147-T,ヤマザキ,東証JQスタンダード,機械,370,370,370,370,500,185000
6149-T,小田原,東証JQスタンダード,機械,-,-,-,-,0,0
6150-T,タケダ機,東証JQスタンダード,機械,114,114,112,113,12000,1358000
6151-T,日東工器,東証1部,機械,1850,1860,1832,1845,9300,17190000
6155-T,高松機械,東証2部,機械,516,516,507,510,6100,3124800
6156-T,エーワン精密,東証JQスタンダード,機械,2830,2830,2810,2830,1100,3109000
6157-T,日進工具,東証JQスタンダード,機械,1800,1800,1785,1787,700,1252800
6158-T,和井田,東証JQスタンダード,機械,413,425,413,415,2500,1049400
6159-T,ミクロン精密,東証JQスタンダード,機械,2499,2499,2449,2499,1700,4232300
6161-T,エスティック,東証マザーズ,機械,183500,183600,180000,180300,21,3836800
6163-T,H＆F,東証JQスタンダード,機械,856,856,840,850,22100,18730100
6164-T,太陽工機,東証JQスタンダード,機械,980,980,980,980,200,196000
6165-T,パンチ,東証2部,機械,472,477,469,474,12200,5748600
6201-T,豊田織機,東証1部,輸送用機器,4475,4485,4365,4385,838300,3692056000
6203-T,豊和工,東証1部,機械,104,105,102,104,1323000,136809000
6205-T,OKK,東証1部,機械,162,163,156,158,974000,155335000
6208-T,石川製,東証1部,機械,125,126,122,124,794000,98809000
6210-T,東洋機械,東証1部,機械,249,251,243,244,83600,20578100
6217-T,津田駒,東証1部,機械,176,177,169,170,834000,142826000
6218-T,エンシュウ,東証1部,機械,158,158,154,155,322000,50137000
6222-T,島精機,東証1部,機械,1867,1885,1804,1824,185500,342528800
6245-T,ヒラノテク,東証2部,機械,993,993,970,978,37700,37066300
6246-T,テクノスマート,東証2部,機械,360,360,359,359,12000,4312000
6247-T,日阪製,東証1部,機械,883,886,883,885,12000,10609000
6248-T,横田製作,東証JQスタンダード,機械,1125,1138,1080,1090,23700,26318300
6249-T,GCジョイコH,東証JQスタンダード,機械,1545,1545,1532,1540,1800,2770000
6250-T,やまびこ,東証1部,機械,3015,3030,2851,2894,103700,304173400
6254-T,野村マイクロ,東証JQスタンダード,機械,405,405,399,404,1500,601300
6255-T,エヌピーシー,東証マザーズ,機械,252,255,248,250,236700,59473600
6256-T,ニューフレア,東証JQスタンダード,機械,1315000,1340000,1215000,1234000,2796,3578930000
6257-T,藤商事,東証JQスタンダード,機械,124100,124600,123000,123300,252,31199700
6258-T,平田機工,東証JQスタンダード,機械,521,532,515,532,5300,2754800
6259-T,大崎エンジ,東証JQスタンダード,機械,49700,49700,49050,49400,12,593700
6260-T,アドエンジ,東証JQスタンダード,機械,305,310,299,299,1400,425000
6262-T,ペガサス,東証1部,機械,371,375,355,358,73400,26632800
6264-T,マルマエ,東証マザーズ,機械,64800,64800,60700,61200,69,4295400
6265-T,妙徳,東証JQスタンダード,機械,279,279,265,270,15000,4053000
6266-T,タツモ,東証JQスタンダード,機械,490,510,490,500,2800,1413100
6267-T,ゼネパッカー,東証JQスタンダード,機械,-,-,-,-,0,0
6268-T,ナブテスコ,東証1部,機械,2100,2114,2022,2098,1820900,3815828200
6269-T,三井海洋,東証1部,機械,3270,3270,3130,3190,333000,1064448500
6271-T,ニッセイ,東証2部,機械,850,859,850,850,2700,2297200
6272-T,レオン自機,東証1部,機械,241,241,240,240,24000,5768000
6273-T,SMC,東証1部,機械,22110,22150,21570,21670,282400,6160535000
6274-T,新川,東証1部,機械,749,751,716,726,149800,109170400
6276-T,ナビタス,東証JQスタンダード,機械,392,392,379,379,15000,5735000
6277-T,ホソカワミクロ,東証1部,機械,732,734,714,720,194000,140472000
6278-T,ユニオンツール,東証1部,機械,1980,1985,1948,1958,63600,124808900
6279-T,瑞光,東証2部,機械,6850,6880,6500,6690,26000,173588000
6281-T,前田製,東証JQスタンダード,機械,-,-,-,-,0,0
6282-T,オイレス工,東証1部,機械,2175,2180,2130,2150,56100,121092300
6284-T,ASB機械,東証2部,機械,1481,1488,1428,1440,82500,120321700
6286-T,靜甲,東証JQスタンダード,機械,560,560,554,554,900,502800
6287-T,サトーHD,東証1部,機械,1944,1950,1914,1937,98600,191348600
6289-T,技研製,東証2部,機械,540,540,520,522,4100,2161200
6291-T,エアーテック,東証1部,機械,508,512,500,509,23900,12142800
6292-T,カワタ,東証2部,機械,349,349,341,341,14000,4839000
6293-T,日樹工,東証1部,機械,825,828,805,806,71100,58007700
6294-T,オカタアイヨン,東証2部,機械,422,422,410,415,10900,4514300
6297-T,鉱研工業,東証JQスタンダード,機械,478,479,456,463,41100,19191100
6298-T,ワイエイシイ,東証1部,機械,579,582,568,569,15300,8776600
6299-T,神鋼環境,東証2部,機械,570,575,555,558,244000,137635000
6300-T,アピクヤマダ,東証2部,機械,125,125,123,123,34000,4231000
6301-T,コマツ,東証1部,機械,2437,2439,2340,2384,7601300,18140413400
6302-T,住友重,東証1部,機械,482,482,459,476,9709000,4591099000
6303-T,ササクラ,東証2部,機械,630,630,620,620,8000,4991000
6305-T,日立建,東証1部,機械,2231,2242,2113,2165,2046200,4444170200
6306-T,日工,東証1部,機械,373,373,365,367,29000,10684000
6307-T,サンセイ,東証2部,機械,142,145,139,145,24000,3393000
6309-T,巴工業,東証1部,機械,1641,1645,1620,1629,29700,48461800
6310-T,井関農,東証1部,機械,362,364,346,357,5116000,1823855000
6312-T,フロイント,東証JQスタンダード,機械,1845,1854,1835,1850,17300,31899700
6314-T,石井工研,東証JQスタンダード,機械,197,199,195,195,2000,395200
6315-T,TOWA,東証1部,機械,717,725,683,691,185200,129348000
6316-T,丸山製,東証1部,機械,290,291,276,281,825000,231687000
6317-T,北川鉄,東証1部,機械,168,168,161,163,453000,74375000
6319-T,シンニッタン,東証1部,鉄鋼,414,414,402,410,147500,60226800
6322-T,タクミナ,東証2部,機械,657,660,657,660,200,131700
6323-T,ローツェ,東証JQスタンダード,機械,279,281,273,276,10900,3011400
6324-T,ハーモニック,東証JQスタンダード,機械,2150,2151,2121,2139,5100,10903900
6325-T,タカキタ,東証2部,機械,252,252,239,239,46000,11311000
6326-T,クボタ,東証1部,機械,1627,1634,1562,1585,5318000,8487491000
6327-T,北川精機,東証JQスタンダード,機械,121,121,117,119,17500,2074400
6328-T,荏原実業,東証1部,機械,1324,1324,1310,1311,23400,30760400
6330-T,洋エンジ,東証1部,建設業,493,493,474,481,885000,426845000
6331-T,化工機,東証1部,機械,190,190,183,185,224000,41775000
6332-T,月島機,東証1部,機械,1071,1071,1054,1065,66000,70002000
6333-T,帝国電機,東証1部,機械,2461,2478,2385,2420,36500,88068900
6334-T,明治機,東証2部,機械,135,138,134,136,11200,1509100
6335-T,東京機,東証1部,機械,136,136,129,130,1283000,169625000
6336-T,石井表記,東証2部,機械,326,340,315,318,23600,7640500
6337-T,テセック,東証JQスタンダード,機械,650,650,629,640,6900,4449900
6338-T,タカトリ,東証2部,機械,505,510,495,495,4100,2058000
6339-T,新東工,東証1部,機械,814,818,788,794,282400,226038600
6340-T,渋谷工,東証1部,機械,872,875,850,856,4600,3954300
6342-T,太平製,東証2部,機械,131,131,128,128,17000,2203000
6343-T,フリージアマク,東証2部,機械,23,23,22,23,2417000,54932000
6345-T,アイチコーポ,東証1部,機械,606,607,554,558,344600,196561800
6346-T,キクカワ,東証2部,機械,200,200,200,200,1000,200000
6347-T,プラコー,東証JQスタンダード,機械,32,32,31,31,86000,2749000
6349-T,小森,東証1部,機械,1362,1368,1302,1331,197000,263225400
6351-T,鶴見製,東証1部,機械,930,933,916,930,56000,52080000
6355-T,住友精,東証1部,機械,409,412,404,407,203000,82815000
6356-T,日ギア,東証2部,機械,386,386,386,386,1000,386000
6357-T,三精輸,東証2部,機械,401,402,394,396,35200,14014100
6358-T,酒井重,東証1部,機械,290,292,277,283,448000,126960000
6360-T,東自機,東証2部,機械,132,132,130,130,7000,918000
6361-S,荏原,札証,機械,-,-,-,-,0,0
6361-T,荏原,東証1部,機械,573,578,544,555,7424000,4173246000
6362-T,石井鉄,東証1部,機械,257,257,246,247,161000,40491000
6363-T,酉島製,東証1部,機械,902,910,882,888,83300,74518300
6364-T,北越工,東証2部,機械,269,269,263,267,61000,16217000
6365-T,電業社,東証2部,機械,1585,1599,1585,1599,900,1430700
6366-T,千代建,東証1部,建設業,1270,1275,1201,1230,3444000,4270856000
6367-T,ダイキン,東証1部,機械,4715,4720,4465,4580,2294200,10559108000
6368-T,オルガノ,東証1部,機械,537,539,527,532,155000,82647000
6369-T,トーヨーカネツ,東証1部,機械,282,282,270,273,943000,259178000
6370-T,栗田工,東証1部,機械,2223,2263,2162,2178,1397200,3076922000
6371-T,椿本チ,東証1部,機械,650,650,633,646,766000,494490000
6373-T,大同工,東証1部,機械,258,258,251,253,257000,65307000
6375-T,日コンベヤ,東証1部,機械,81,81,79,79,164000,13145000
6376-T,日機装,東証1部,精密機器,1315,1320,1282,1289,764000,996171000
6378-T,木村化,東証1部,機械,645,662,630,641,256400,164095700
6379-T,新興プラン,東証1部,建設業,809,809,793,796,119900,95866300
6380-T,オリチエン,東証2部,機械,79,79,76,76,22000,1698000
6381-T,アネスト岩田,東証1部,機械,486,486,475,480,59000,28244000
6382-T,トリニ工,東証2部,機械,361,361,343,351,10000,3467000
6383-T,ダイフク,東証1部,機械,965,969,941,951,831500,792920000
6384-T,昭和真空,東証JQスタンダード,機械,363,379,350,354,6700,2433300
6387-T,サムコ,東証JQスタンダード,機械,885,885,855,870,3600,3112200
6390-T,加藤製,東証1部,機械,503,503,480,492,515000,252837000
6391-T,加地テック,東証2部,機械,243,245,242,245,8000,1949000
6392-T,ヤマダ,東証2部,機械,262,269,260,269,58000,15307000
6393-T,油研工,東証1部,機械,233,235,227,231,182000,42144000
6395-T,タダノ,東証1部,機械,1591,1594,1504,1540,962000,1482363000
6396-T,宇野鉄,東証2部,機械,149,149,147,147,5000,742000
6397-T,郷鉄工,東証2部,機械,76,76,76,76,5000,380000
6400-T,不二精機,東証JQスタンダード,機械,105,106,104,105,14300,1500300
6402-T,兼松エンジ,東証2部,機械,458,458,442,446,1800,803400
6403-T,水道機,東証JQスタンダード,機械,268,268,266,266,4000,1067000
6405-T,鈴茂器工,東証JQスタンダード,機械,1108,1113,1092,1098,18100,20013000
6406-T,フジテック,東証1部,機械,988,988,963,972,444000,432929000
6407-T,CKD,東証1部,機械,844,853,811,815,359700,295989500
6408-T,小倉クラ,東証JQスタンダード,機械,288,288,288,288,3000,864000
6409-T,キトー,東証1部,機械,1628,1629,1550,1580,23600,37467700
6411-T,中野冷,東証JQスタンダード,機械,1800,1840,1800,1830,4100,7446700
6412-T,平和,東証1部,機械,1840,1849,1792,1802,234300,423968800
6413-T,理想科,東証1部,機械,2258,2263,2199,2225,38000,84904700
6414-T,川重冷,東証JQスタンダード,機械,496,498,496,498,2000,994000
6416-T,桂川電,東証JQスタンダード,機械,-,-,-,-,0,0
6417-T,SANKYO,東証1部,機械,4780,4790,4680,4740,274900,1303160500
6418-T,金銭機,東証1部,機械,1489,1494,1400,1470,357400,521939800
6419-T,マース,東証1部,機械,1925,1934,1894,1897,60700,115892800
6420-T,福島工業,東証1部,機械,1573,1584,1511,1533,38200,58869800
6424-T,高見サイ,東証JQスタンダード,機械,278,278,266,266,12000,3304000
6425-T,ユニバーサル,東証JQスタンダード,機械,2100,2100,2000,2045,173900,354717700
6428-T,オーイズミ,東証1部,機械,1148,1154,1100,1143,330000,370868600
6430-T,ダイコク電,東証1部,機械,2046,2054,1965,1994,105200,210916100
6432-T,竹内製作,東証JQスタンダード,機械,2055,2070,2007,2015,134900,274366100
6433-T,ヒーハイスト,東証JQスタンダード,機械,147,147,147,147,1000,147000
6436-T,アマノ,東証1部,機械,1100,1100,1075,1080,204400,221801900
6440-T,JUKI,東証1部,機械,162,164,156,162,2210000,354911000
6443-T,東洋製,東証2部,機械,536,538,536,536,12000,6435000
6444-T,サンデン,東証1部,機械,381,383,369,372,1026000,383029000
6445-T,蛇の目,東証1部,機械,84,84,81,81,1892000,156258000
6448-T,ブラザー,東証1部,電気機器,1223,1240,1186,1198,1383100,1667830100
6454-T,マックス,東証1部,機械,1120,1126,1113,1126,39000,43738000
6455-T,モリタHD,東証1部,輸送用機器,885,886,861,867,52000,45399000
6457-T,グローリー,東証1部,機械,2492,2509,2430,2469,164400,406727900
